PPv2 Leaderboard:
Rank | Name | Total PP | Top Play
9580 | Mhero#6370 | 381.40051719853506 | 62.573063
9581 | Kasireddy#4707 | 381.215622339156 | 96.361664
9582 | Byun#0650 | 381.094812089166 | 83.10922
9583 | downey#5627 | 381.04644827532445 | 103.30388
9584 | IAmCoolYEY#4338 | 380.99748028911074 | 57.110966
9585 | hali#0450 | 380.9931942129211 | 122.091225
9586 | Nintintoo#5789 | 380.7037829153604 | 43.198086
9587 | Galaxy#2415 | 380.34670592350477 | 100.74297
9588 | Ariaa#5107 | 380.0284415662363 | 108.034485
9589 | iEspii_#3831 | 379.86278035391706 | 57.874256
9590 | Krish#4961 | 379.6449945164965 | 51.097023
9591 | Minh#1821 | 379.64161562719715 | 78.02405
9592 | Daniel#7353 | 379.626642980957 | 154.02406
9593 | BlaghBoo#2374 | 379.6081539504989 | 61.936527
9594 | leo#0065 | 379.597036559741 | 30.148947
9595 | Arno#0381 | 379.5581377316496 | 75.213844
9596 | QM#4328 | 379.5158532940586 | 55.66192
9597 | srgtun#3539 | 379.3805159717209 | 72.45439
9598 | Hiro#5495 | 379.36422692161193 | 55.322803
9599 | Howl#4994 | 379.35916286173585 | 68.80858
9600 | kkh#4554 | 379.3467668790645 | 92.49203
9601 | yanivgofman#3706 | 379.2697485374997 | 61.81729
9602 | xakedowx#0088 | 379.22289307101687 | 59.69272
9603 | Champ#6023 | 379.19171661376953 | 199.13248
9604 | a log#2379 | 379.1702824739184 | 75.82871
9605 | QS#6486 | 379.1052226214905 | 111.60363
9606 | Joshua#9044 | 379.0845903279158 | 81.514404
9607 | !ρнαηтσм's scүтнε#5183 | 378.97203666346894 | 102.70716
9608 | MrLukec#6604 | 378.8855347696131 | 70.55685
9609 | Username#2073 | 378.6579858061217 | 73.83122
9610 | Malek#6647 | 378.65790105307025 | 65.118286
9611 | branye#0025 | 378.53416373569985 | 84.3105
9612 | FastSword#2437 | 378.5132587285839 | 101.896935
9613 | Koral#4877 | 378.49210015291095 | 80.05953
9614 | Umbrellas#2187 | 378.34200222819584 | 89.83636
9615 | Omar#6936 | 378.22539952773576 | 84.01729
9616 | biominimal#4894 | 378.18581115872973 | 97.75163
9617 | Orome#8113 | 378.04075196172676 | 84.1451
9618 | Regina#0872 | 378.00413925399783 | 140.90196
9619 | Mister Zany#7080 | 377.65858819143943 | 60.37829
9620 | Hmm MonkE!#0241 | 377.65749190714865 | 45.625137
9621 | BalaDeOroTTV#8331 | 377.6140054228523 | 101.223976
9622 | Bernardino#5647 | 377.5472602645857 | 58.37994
9623 | Semi#4601 | 377.3185571802843 | 120.22374
9624 | kansei#8086 | 377.20108585686285 | 90.22726
9625 | AllO00#9120 | 377.1953164140605 | 69.63112
9626 | xLonzy#8059 | 377.1639048378311 | 62.706272
9627 | btoa#9834 | 377.1532607492162 | 97.24759
9628 | tenzo#6439 | 377.15156773031333 | 74.25246
9629 | Abdine#7478 | 377.0221596216318 | 67.25377
9630 | Useless Clown#9999 | 376.9599508479879 | 61.03244
9631 | cholesterol#9343 | 376.9186608805419 | 107.9195
9632 | Burger King#6721 | 376.70684867144575 | 112.74565
9633 | Luke#8166 | 376.4589088031555 | 91.41268
9634 | MMMC#9117 | 376.4208652174937 | 78.05079
9635 | MrBert#4025 | 376.3361673104688 | 98.0868
9636 | moon#5764 | 376.31347094262645 | 51.187325
9637 | NIX#8398 | 376.3119494502083 | 39.843224
9638 | Maweeuh#2995 | 376.18528891172593 | 102.114075
9639 | Corne#7847 | 376.1644659750015 | 63.395878
9640 | JustKlay#0239 | 376.10347640908554 | 64.5162
9641 | static#6870 | 376.09793691724866 | 44.64866
9642 | Joyce Lu Yew Fang_UKM#9955 | 376.06894173910933 | 54.658047
9643 | Potatoz4u#9952 | 376.002130440979 | 131.58713
9644 | realezi_#6114 | 375.79821931246363 | 83.795105
9645 | neb#3485 | 375.7330902621329 | 99.915146
9646 | Stability#8181 | 375.61369889685915 | 66.83245
9647 | Emo-boii#4892 | 375.58196172779924 | 58.29318
9648 | Creeper#5258 | 375.4925022494113 | 64.111176
9649 | imsuchadale#7701 | 375.4546334986992 | 119.38544
9650 | Phir#3623 | 375.445737511709 | 78.68749
9651 | toguh#1834 | 375.4092000053266 | 51.28869
9652 | Sharki#4352 | 375.3406146193757 | 89.572624
9653 | Waatap#8083 | 375.0059618152672 | 63.600216
9654 | Rodney#3385 | 374.9297444940019 | 90.26092
9655 | Chris#2276 | 374.80497268706415 | 82.18862
9656 | Etienne#5114 | 374.7040364325624 | 86.929855
9657 | nugget77#3149 | 374.59534640312626 | 76.43982
9658 | Zav#2975 | 374.48690469672255 | 63.04802
9659 | rosey#5266 | 374.46781375759605 | 82.85367
9660 | Uns#1142 | 374.3985674220955 | 92.18259
9661 | Sawsthebaws#1326 | 374.3805867662521 | 61.30091
9662 | Tong#6103 | 374.35648604098526 | 69.28956
9663 | KiprasStaryj#8391 | 374.3320188567083 | 53.03438
9664 | Thanh#9950 | 374.117900975142 | 89.299126
9665 | Loading BG#2434 | 373.99110811509 | 63.540977
9666 | Nikolai#2281 | 373.5175727832565 | 112.385086
9667 | JoshuaCORPS#6751 | 373.43557322577556 | 61.39182
9668 | arsik_loves_pugs#0815 | 373.41882062771117 | 84.5439
9669 | Lisa#1841 | 373.3792850589767 | 69.66965
9670 | Haadee#4116 | 373.37796985522414 | 64.749985
9671 | jkim0206#4987 | 373.21638452852096 | 111.08485
9672 | Artoghrul#3723 | 373.18286949833873 | 79.68036
9673 | andrean-1704#1000 | 373.0531879337432 | 83.41159
9674 | Blake#1316 | 372.93185012541323 | 86.33931
9675 | Angelica#3218 | 372.84741507939896 | 45.643906
9676 | Ben#9003 | 372.8142183167942 | 90.27218
9677 | Davidloco88#5196 | 372.7411552342614 | 63.588684
9678 | Regnar#7420 | 372.73370262130385 | 76.99621
9679 | p1ngo#7361 | 372.73095716403355 | 81.75343
9680 | Yamorai#7301 | 372.6795779651732 | 53.30661
9681 | Steve#5185 | 372.65978300957875 | 148.65027
9682 | Naraaj#2434 | 372.51047654068117 | 86.47355
9683 | pikqi#9550 | 372.35034610449435 | 78.604416
9684 | AP White#8748 | 372.3003734554755 | 88.553024
9685 | Alchemist#3920 | 372.249989031352 | 92.16044
9686 | Robin#6006 | 372.2113518190595 | 58.869053
9687 | Aman#0778 | 372.1694753459628 | 83.52509
9688 | Tjeerd#0878 | 372.07179175168676 | 63.85413
9689 | DerelictJade#0513 | 372.06202502294315 | 95.704666
9690 | MAGIC#2696 | 372.03660996570875 | 68.98102
9691 | joshi#7743 | 372.00994467729186 | 134.77026
9692 | Lynix48#2576 | 371.9193048214563 | 78.60319
9693 | angel#6424 | 371.9137059322986 | 100.50929
9694 | Alejandro#3876 | 371.74711035319416 | 102.34703
9695 | snowy_mtns#5365 | 371.6567846788093 | 96.68006
9696 | Boussahaba#7659 | 371.4654286516916 | 52.911427
9697 | cloudberry#1301 | 371.384112459397 | 71.89411
9698 | Bakfietsch#1835 | 371.37313199660485 | 65.369644
9699 | Sahib#3189 | 371.2151954880973 | 80.61471
9700 | Damien#3413 | 371.17041064688124 | 78.518326
9701 | Ga3bout#9495 | 371.08791079006267 | 29.276388
9702 | Cookie#7734 | 371.06016880641556 | 71.97294
9703 | Tornado#3421 | 370.92768888721463 | 121.89901
9704 | Carter#2655 | 370.7972115260086 | 115.43973
9705 | Jacob#4740 | 370.3134790217464 | 62.8716
9706 | Lord Yhru#1316 | 370.14470910226714 | 74.792694
9707 | Panchito1121#6405 | 369.98003109140126 | 69.869995
9708 | Dldar#4388 | 369.9681338731325 | 43.189754
9709 | MarioJR#6797 | 369.9375569246683 | 93.10507
9710 | PythxnBite#9872 | 369.9185088121589 | 68.00485
9711 | Squidoo#1492 | 369.91576690945595 | 92.003685
9712 | TheHanzo#9244 | 369.9004225406833 | 48.794178
9713 | seven#0775 | 369.7673021197319 | 108.65116
9714 | mappy2000#0106 | 369.6862440014694 | 85.68807
9715 | ionutRED#1187 | 369.49651126828763 | 117.523926
9716 | Luke#4349 | 369.4863291674497 | 110.26631
9717 | rhubarb#0092 | 369.279800491333 | 266.5856
9718 | Jonas#5971 | 369.1457744224777 | 102.440865
9719 | Stajeckis#9280 | 369.1265253780408 | 89.14704
9720 | Alexander#5940 | 369.11124044650506 | 64.933754
9721 | cleansed#1185 | 369.0999462730913 | 63.28338
9722 | Shubham#6696 | 369.0649752761291 | 91.333755
9723 | ned#9650 | 368.85173327088165 | 115.3844
9724 | Pillowdo#6168 | 368.7805090412912 | 113.39508
9725 | John#4872 | 368.7632702147112 | 104.064964
9726 | pqouist#2932 | 368.6206454762765 | 74.22522
9727 | Million#9839 | 368.5959270634386 | 63.944397
9728 | Svetoslav#7816 | 368.4700021102531 | 57.827602
9729 | Veeks#2977 | 368.4641140192986 | 83.22382
9730 | FarhanBD#3420 | 368.2586660628741 | 75.626755
9731 | Winter of Luna#6785 | 368.01148904395325 | 70.703094
9732 | MKD.BouncyChillups#9978 | 367.97649115778734 | 96.59762
9733 | notjuuke#3883 | 367.43675053903684 | 100.299644
9734 | Justinnn#8858 | 367.43609388519167 | 96.724464
9735 | rieyun#7976 | 367.17429277852625 | 142.0118
9736 | KidneyStone177013#2152 | 367.1575844849412 | 87.89772
9737 | SaltyB#4994 | 366.923182815833 | 57.202393
9738 | Mehmet#3841 | 366.70161479844825 | 58.030293
9739 | callaharry66#7434 | 366.6258277473404 | 73.941025
9740 | acirassi#5891 | 366.62361443418064 | 70.52927
9741 | kamidor#5372 | 366.46303161860624 | 53.77913
9742 | Way#7804 | 366.29691135000456 | 56.67344
9743 | Anonymous#7807 | 366.0887333094968 | 82.09468
9744 | TypingBoyStudios#2116 | 365.94392517250407 | 106.031654
9745 | NurEllydaAzean#0723 | 365.83008790537787 | 46.17107
9746 | Tyler#3609 | 365.7833671030737 | 85.95289
9747 | Kaisan#7358 | 365.64909647651876 | 70.08146
9748 | saikho#5028 | 365.6093280345789 | 84.753204
9749 | peppercatastrophe#0754 | 365.4848797645781 | 88.20821
9750 | Christopher#1881 | 365.4768868614889 | 104.19769
9751 | nathand33#5198 | 365.4691544190979 | 112.46505
9752 | Null#4147 | 365.3578729993118 | 94.5503
9753 | i needa get better lol#4814 | 365.28948168960625 | 70.50087
9754 | Steve#8486 | 365.20046774808395 | 77.98963
9755 | SmallLuxury#1003 | 365.17824378236344 | 59.458958
9756 | A1phaZ#1044 | 365.14630300230044 | 69.21118
9757 | Ping#0644 | 365.09485384368895 | 172.89485
9758 | Smithster#6553 | 365.0720461040955 | 86.746544
9759 | Qwerty#1211 | 365.0532078305224 | 64.119774
9760 | Citra-Mahdin#5470 | 364.85179891057 | 64.86554
9761 | MSA#1496 | 364.787457981226 | 40.6169
9762 | Michal#1120 | 364.7851177494074 | 72.288864
9763 | Lacks#0575 | 364.73235336678744 | 58.418957
9764 | Hirosity2#0205 | 364.68673078044594 | 58.79673
9765 | pawel#1218 | 364.58875363104784 | 50.896713
9766 | Owen#8205 | 364.31724179692304 | 59.905376
9767 | Julian#0686 | 364.294871070078 | 58.75209
9768 | Alon.a#3711 | 364.1797347216688 | 81.18061
9769 | Bacteria#7108 | 364.1516707498333 | 60.300323
9770 | Hershey_K#0149 | 363.91648072470474 | 139.79689
9771 | Motion#4888 | 363.8765512632641 | 97.714775
9772 | Tommy#4336 | 363.83284891274536 | 84.76511
9773 | Nardo <3#5020 | 363.82365806047846 | 94.2926
9774 | ijja#7200 | 363.7179676586043 | 69.662155
9775 | dungcatcher#8567 | 363.49243839754934 | 94.37782
9776 | OwOsabi#1617 | 363.4596497434235 | 135.80595
9777 | Mythos#0874 | 363.42388215331266 | 109.34214
9778 | Transert#9722 | 363.3487511528391 | 65.51611
9779 | Turba#7475 | 363.29280862810106 | 74.29677
9780 | Blessing#6690 | 363.28164863715216 | 61.325134
9781 | KADEN#2222 | 363.2707186629535 | 85.588005
9782 | OnePublic#9378 | 363.1285358079101 | 91.64704
9783 | accomigt#2402 | 363.0543924174504 | 55.642357
9784 | 4ornoBook#1004 | 362.77792329753436 | 81.4951
9785 | Boston#5986 | 362.7229151715202 | 133.17482
9786 | kawaki#0490 | 362.4822031154076 | 57.107567
9787 | StefanV#6316 | 362.4100422698059 | 106.20135
9788 | RUG517#5747 | 361.9738628017211 | 65.96239
9789 | toastexee#7027 | 361.78263850913333 | 98.717735
9790 | Komi#1706 | 361.69328720658103 | 45.487617
9791 | TheNecromancer05#9935 | 361.6716310714417 | 71.910904
9792 | Nagro#3876 | 361.67116065979 | 245.6502
9793 | Gr00by#6066 | 361.66824578851435 | 117.20589
9794 | Jonah_Marks#3070 | 361.6362416013743 | 71.16581
9795 | Ahmad#8080 | 361.3602371318642 | 54.71297
9796 | keon#0892 | 361.28454262508603 | 60.669487
9797 | -AT0M-#9991 | 361.2600385427029 | 59.32409
9798 | Ysan#3479 | 361.22259249758457 | 79.670135
9799 | David#6957 | 361.1609580016186 | 57.206505
9800 | fogbug#4215 | 360.99126531162995 | 67.82262
9801 | cool#5359 | 360.9102715102615 | 105.34215
9802 | Akwoy#6511 | 360.8745089109146 | 95.76078
9803 | Kian#7534 | 360.8659778226167 | 61.288273
9804 | davin#9601 | 360.7951358285019 | 56.510727
9805 | Matthew#3676 | 360.6911522675711 | 66.03515
9806 | Ahad#2299 | 360.5138538339472 | 106.64101
9807 | Teh_Nub#7392 | 360.41002490636845 | 104.2232
9808 | Conning#4487 | 360.33346747131344 | 188.53711
9809 | ASDFGHJK#1333 | 360.3237048129887 | 107.46857
9810 | Derfdadude#2257 | 360.2561655963371 | 75.47626
9811 | FarahNadhirah#8984 | 360.1173602527339 | 64.529594
9812 | donki#2682 | 359.96154952412405 | 66.96285
9813 | Howie#2182 | 359.7701059609616 | 63.28367
9814 | EnderEclipz#1410 | 359.7601077862736 | 106.68216
9815 | oRQo#8522 | 359.6607836706115 | 63.6354
9816 | ProBro#5395 | 359.6448127223375 | 67.909645
9817 | Perceval#0312 | 359.5343956469423 | 87.26766
9818 | Alec#2642 | 359.4684819475829 | 85.00883
9819 | jungsprout#0399 | 359.4211208376362 | 86.7769
9820 | Acama#2167 | 359.32612140452744 | 91.19395
9821 | Min#5487 | 359.3228392984949 | 49.358746
9822 | just#2895 | 359.31720399263645 | 52.52826
9823 | Tatu#7703 | 359.22169105711157 | 69.54386
9824 | Blonse#7381 | 359.1960233874027 | 50.51199
9825 | Etzstyy#6826 | 359.1561402010455 | 55.22745
9826 | bryancat#1992 | 359.09940686113737 | 108.40901
9827 | Gerald#4819 | 358.95613413964526 | 42.519527
9828 | Lil_#5565 | 358.9505006843947 | 66.25252
9829 | kentrell#7803 | 358.8790261275799 | 58.365685
9830 | Josef#7540 | 358.82656933274285 | 98.61844
9831 | Ahmad#3326 | 358.64264297625385 | 54.790226
9832 | nishant#0853 | 358.6035197183501 | 47.510246
9833 | ay.j#8069 | 358.2575418462877 | 105.645874
9834 | T3TRA#1682 | 358.1998929468384 | 140.41133
9835 | Born#6473 | 358.05418369238475 | 93.446884
9836 | CurlzGoneWild#3169 | 357.82685917976664 | 78.90255
9837 | Joshua#1786 | 357.7735680001393 | 71.45209
9838 | Sand341#2014 | 357.68678154204457 | 65.86982
9839 | Iram#0240 | 357.4059362563281 | 51.22158
9840 | Christopher#7522 | 357.29937174178446 | 94.799644
9841 | tryingmybest69420#4001 | 357.2826673648822 | 57.072666
9842 | Mayank#9958 | 357.0375039299923 | 89.2003
9843 | obama69420#6331 | 357.0092550123223 | 68.198296
9844 | CHON#1975 | 356.97337977459273 | 82.97851
9845 | White#6055 | 356.94102066993474 | 102.05468
9846 | lydxlx#0368 | 356.7591787067947 | 108.12198
9847 | diego#5686 | 356.73925983539715 | 48.112495
9848 | Amaan#4915 | 356.65020685538985 | 43.47925
9849 | H4rz#2343 | 356.49598924199677 | 70.558655
9850 | Zerooo#3824 | 356.4275074737921 | 59.746307
9851 | Senseileon#3344 | 356.357563606652 | 84.21675
9852 | Rin#9214 | 356.30767519112476 | 88.49291
9853 | Always473#3133 | 356.2786210240395 | 85.68353
9854 | C8_Spamz_#4273 | 356.2019307781959 | 82.569725
9855 | Haz#0878 | 356.1399929949712 | 83.72991
9856 | fatballes#2600 | 356.1356856167444 | 73.39371
9857 | m2c#7641 | 356.13297899556625 | 93.598694
9858 | Portland Trailblazer#8113 | 355.990609470221 | 85.03937
9859 | Ahmadzulqarnain#8138 | 355.95432232392574 | 58.100433
9860 | pinned#9578 | 355.85288592392095 | 50.455994
9861 | Flare#5099 | 355.8414317642716 | 83.3278
9862 | AQUA#8995 | 355.7861375598114 | 46.846
9863 | Innocentius#8422 | 355.7587003645901 | 36.28962
9864 | tfluff#1253 | 355.7549301147461 | 227.19426
9865 | Ender#1780 | 355.7159895216352 | 77.31046
9866 | syed#5348 | 355.67645119992784 | 89.90119
9867 | ShadowMonarch#6093 | 355.5117709690602 | 56.191208
9868 | just1n#9135 | 355.5105257519203 | 95.40911
9869 | Steve#4231 | 355.43570373400763 | 97.92739
9870 | Fing#6945 | 355.37010654254004 | 106.65246
9871 | DarkBird#6878 | 355.3305930726265 | 80.823105
9872 | 𝑻𝒐𝒙𝒚#8991 | 355.00528860332525 | 74.91904
9873 | MKD.Wolke#8752 | 354.91864299087524 | 137.11165
9874 | Lexi!#6379 | 354.84793894952554 | 83.058426
9875 | jtqx#5470 | 354.7012326600143 | 73.59336
9876 | Razor#5337 | 354.6956262736881 | 81.97921
9877 | Kartik#4397 | 354.62875118920044 | 82.76898
9878 | SkylazerIsBoss#9586 | 354.5897402430857 | 70.363785
9879 | MagicMike#9512 | 354.572496185059 | 69.55488
9880 | Mercurial#8829 | 354.23434390411376 | 134.37549
9881 | PrincessFae#3946 | 354.1713667833362 | 66.70029
9882 | BeastIntheMidzt#4038 | 354.1712877887681 | 66.68535
9883 | Water#0559 | 353.88887623382595 | 68.453186
9884 | PDSBP#4024 | 353.82621021697213 | 52.142666
9885 | Ronald#4029 | 353.7856466501131 | 111.175446
9886 | Kiko#3617 | 353.65767160268905 | 66.398705
9887 | Ben#3594 | 353.63008125579574 | 68.19813
9888 | Avada Kedavra#5130 | 353.59323572035237 | 89.23478
9889 | Lo#9754 | 353.5159043088961 | 84.722694
9890 | Joshua#7466 | 353.10825216083447 | 67.32671
9891 | lenan#0161 | 353.04104120843436 | 60.411674
9892 | LoFiJUST#5761 | 353.01376100534816 | 44.19825
9893 | DuplusV#6200 | 353.0083984117051 | 71.2483
9894 | Richie#2402 | 352.979369774651 | 45.153084
9895 | Lakshya#9373 | 352.9506705746955 | 107.03104
9896 | Riskyz#1321 | 352.8735858231928 | 58.645714
9897 | Swift#9708 | 352.8251934323396 | 69.89397
9898 | Fruity#7996 | 352.5792498612789 | 82.46634
9899 | nino#9455 | 352.55174816155426 | 72.0919
9900 | James#4889 | 352.52377577485555 | 63.655437
9901 | Li#3194 | 352.4333432033604 | 98.75706
9902 | Amir ViRUS TYPER 02#3451 | 352.34293750533146 | 71.69066
9903 | leo#0860 | 352.27262114766984 | 102.20132
9904 | BENisAtree6177#7658 | 352.1843342481298 | 57.370117
9905 | Alex#7400 | 352.1773058945656 | 81.68081
9906 | EisGlockner#1196 | 352.1329494192013 | 80.85736
9907 | iiSS7ii#5646 | 352.02083691437514 | 61.155094
9908 | Hasif#2702 | 352.0187832399269 | 64.12772
9909 | Gaurav#5121 | 351.94052967708967 | 75.825966
9910 | Keisverk#3562 | 351.9233675542847 | 75.47871
9911 | thejibbilies#4239 | 351.89520633953424 | 57.158367
9912 | Grant#7770 | 351.87111337722916 | 54.0416
9913 | null#0609 | 351.47243869519366 | 58.9771
9914 | dolpshing#6210 | 351.4711571205139 | 162.75102
9915 | sungwookee#1803 | 351.3982349632225 | 124.63936
9916 | :#3643 | 351.3666709618963 | 86.52632
9917 | Arvak#6020 | 351.3318120741577 | 109.72829
9918 | stinkythesheep#3430 | 351.2863783514696 | 76.50218
9919 | Floppy#7772 | 351.26716995352683 | 66.03201
9920 | TheOligopolist#1112 | 351.25378838578507 | 83.977036
9921 | lamington#9478 | 351.1198167046134 | 101.5358
9922 | Extract#3084 | 351.046407043503 | 79.96767
9923 | Alice#4947 | 350.9920764432632 | 71.123566
9924 | Jamal#0586 | 350.9816562670533 | 67.06245
9925 | zT3Tz#6769 | 350.9533171850916 | 51.857372
9926 | 啟帆羅#7726 | 350.8260680884193 | 99.46364
9927 | Gameologist#3095 | 350.69808171206125 | 75.94831
9928 | Apoorv#6859 | 350.64470630989524 | 51.658146
9929 | Clementine#5410 | 350.54214827013124 | 94.00795
9930 | Emil#8308 | 350.52619382260764 | 62.16232
9931 | Bren#9013 | 350.4103006059465 | 118.3969
9932 | Dr.Boi#5976 | 350.2992406331332 | 92.26349
9933 | MrZeeQa#0384 | 350.12624832697264 | 80.3597
9934 | Francois#5189 | 350.1179892659683 | 120.64605
9935 | Jorald#9491 | 350.11440725930123 | 97.9036
9936 | mikaelkamran#8610 | 350.09637331461573 | 77.28776
9937 | EpicIgnite#4515 | 349.88626995457287 | 83.80679
9938 | f0rcy#8453 | 349.83999753943635 | 121.95361
9939 | Saber#9744 | 349.78459422744663 | 104.15072
9940 | LAWRENCE#8845 | 349.77467160895947 | 89.28765
9941 | slowerthanyou#0743 | 349.73899513296664 | 64.798775
9942 | INFERNO#5767 | 349.6665204108356 | 55.71767
9943 | Tiuff#7319 | 349.6391317810696 | 84.033905
9944 | ss4adam#9057 | 349.583967122115 | 75.335365
9945 | alexender#6421 | 349.5361973934785 | 61.43495
9946 | JiaqiFan42#4585 | 349.512602137261 | 64.178566
9947 | Adlina#8881 | 349.37076457473523 | 73.42101
9948 | Rev#4891 | 349.3221088704378 | 104.697205
9949 | Strongjadegiraffe#0790 | 349.27205021406195 | 69.04708
9950 | Prabhakar#1881 | 349.26938981374974 | 84.510254
9951 | MrBeast#4831 | 349.2644630680593 | 91.56051
9952 | DriedWalnut#0404 | 349.1945951226188 | 69.70486
9953 | Ares'#3994 | 349.06952084391787 | 58.29889
9954 | Phetorics#4033 | 349.063893674863 | 61.727577
9955 | Sami#2090 | 349.00123426124725 | 46.391605
9956 | sally#5674 | 348.6622776217472 | 91.63776
9957 | george.#9288 | 348.62922952927636 | 77.527794
9958 | Roar#7986 | 348.6031982882293 | 72.58256
9959 | Wyatt#6112 | 348.52357733972553 | 110.56305
9960 | FattyBadger#9420 | 348.4720081033483 | 88.850296
9961 | JustinTheBot_#3083 | 348.20178930394553 | 87.331726
9962 | Xi#1674 | 348.1831579497411 | 77.811165
9963 | Žiga#6650 | 348.1703574935325 | 75.24358
9964 | WateryGodzilla2014#4991 | 348.08200700574355 | 73.97389
9965 | Anisya#7555 | 347.7710853574622 | 68.81251
9966 | Veselin#7856 | 347.6934432505796 | 71.35414
9967 | Lethal#0150 | 347.6663403386535 | 81.78774
9968 | hilmanzfr#6069 | 347.6560156324485 | 80.821396
9969 | Michael#3566 | 347.5464728259546 | 90.864105
9970 | levi923846#4935 | 347.4714105434569 | 67.69056
9971 | Jomarie#2874 | 347.11324016647325 | 78.6883
9972 | shemby#6321 | 346.9076167228699 | 137.42528
9973 | luckhaos#1468 | 346.88052431415844 | 94.94987
9974 | NUR#8416 | 346.5575183501229 | 66.734825
9975 | Arcturus#3836 | 346.5006731878084 | 49.776894
9976 | Thomas#5536 | 346.48838792591414 | 56.074047
9977 | baifanbingbing#4433 | 346.3726252952576 | 172.25826
9978 | Broccoli#8961 | 346.334261614918 | 87.92044
9979 | Sankarshana#1279 | 346.28635515398514 | 90.92152
9980 | ivolano#9864 | 346.26620316856616 | 77.52247
9981 | Oasis_Gamer#2752 | 346.15454062236347 | 60.825745
9982 | LifeIsUnfair .(#6962 | 346.1035622542808 | 87.64558
9983 | decadenttendencies#3392 | 346.0062585576611 | 95.489914
9984 | Ritojeet#5315 | 345.91119009497675 | 61.13358
9985 | KING#5505 | 345.8366519767832 | 50.799305
9986 | Samurai#6461 | 345.83036903472373 | 70.36343
9987 | monoforce#7418 | 345.5213366659327 | 116.93183
9988 | Little Flower#4687 | 345.3817474660498 | 81.50425
9989 | Kai#5991 | 345.30298414390455 | 102.85311
9990 | Dawit#5693 | 345.1759418073447 | 61.651096
9991 | TotalyAPerson#0796 | 345.11843854407914 | 78.997635
9992 | Devin#9036 | 344.92242966356525 | 59.28553
9993 | Ian#6267 | 344.8299368797702 | 103.285225
9994 | Shervin#8437 | 344.75880973206387 | 64.32909
9995 | Vishu#9158 | 344.74893155194343 | 67.9589
9996 | asdfasdfasdfasdf#4762 | 344.624603186337 | 93.6624
9997 | One_Sleeve#0641 | 344.5693165667626 | 60.47322
9998 | BugThatIsEpic#3488 | 344.56740389981024 | 57.004757
9999 | Falkite#5952 | 344.51069772857375 | 98.66741
10000 | Meme#1659 | 344.37085807620275 | 83.288826
10001 | ninjasomed#0065 | 344.2106539849678 | 89.61436
10002 | siiri#9825 | 344.2023212161426 | 112.45067
10003 | solokr#4950 | 344.1069422303137 | 89.34457
10004 | exodia#7025 | 344.09842198755643 | 105.871666
10005 | rjbvi#3486 | 344.08620042445835 | 80.781906
10006 | MrRedCap#3823 | 344.03547002723775 | 53.1691
10007 | Jake#2572 | 343.96666829342774 | 71.60919
10008 | becauseyes#7320 | 343.95464371319196 | 91.37803
10009 | dontcry#5518 | 343.9236200178642 | 105.52092
10010 | Jocelyne#0775 | 343.88703674884744 | 59.357777
10011 | Trigger#9743 | 343.8398462152577 | 83.45289
10012 | Czailo#1462 | 343.66605462143707 | 116.477875
10013 | 41#1236 | 343.6350697607326 | 71.03434
10014 | Magnus#9302 | 343.5951484420933 | 87.133766
10015 | SHUVO#2814 | 343.54839426012177 | 43.273518
10016 | wingyi#8544 | 343.5313944349816 | 52.935265
10017 | Kris#7016 | 343.3709337133909 | 46.745705
10018 | Kadaffeh#0126 | 343.31713714983715 | 67.41651
10019 | Brian#8549 | 343.30128539656863 | 58.404865
10020 | Aldo#4349 | 343.1331682388687 | 103.5021
10021 | hk#2232 | 342.88064409118647 | 115.32359
10022 | Jashua#1542 | 342.8399291929346 | 67.98273
10023 | Colton#4738 | 342.8344148398242 | 80.46068
10024 | absentminded °□°#0297 | 342.8102422296056 | 65.80966
10025 | mberlinger3#0907 | 342.7549854072768 | 114.58468
10026 | dragCoefficient#7620 | 342.66444309602355 | 110.53422
10027 | ANDY#8280 | 342.637367627461 | 59.594536
10028 | RandomStuff#2997 | 342.57644531214646 | 56.515102
10029 | Timber_Lizard#0266 | 342.2368100324484 | 81.982796
10030 | Axtyn#9926 | 342.1844015089876 | 50.21172
10031 | winter#5683 | 342.1800460313225 | 124.33301
10032 | ravharvie#6418 | 342.083562168367 | 89.54634
10033 | Svrank#9580 | 342.06455022752647 | 68.28278
10034 | WooZy#6903 | 341.98242265981054 | 44.311207
10035 | Justin#6508 | 341.74345123291016 | 177.19592
10036 | Vibhor_the_typist#2720 | 341.69882405423886 | 56.025814
10037 | Ruthtale#4997 | 341.5072585783013 | 53.14905
10038 | penrose#4591 | 341.4721805810698 | 85.791695
10039 | Carlon#7456 | 341.46307279705593 | 44.15783
10040 | Cokeyguy#8416 | 341.39400686151737 | 95.41403
10041 | prangy#1308 | 341.38570490114176 | 73.159035
10042 | Kalab#3622 | 341.36205772650743 | 64.791824
10043 | Gl1tched#2356 | 341.2937395274914 | 54.64773
10044 | tryphh#5050 | 341.2503717240185 | 79.105736
10045 | Benjamin#7023 | 341.11410058770343 | 71.289444
10046 | blep#3914 | 340.86637989704514 | 119.19721
10047 | QutbUddinAibaq#7221 | 340.84884071853753 | 53.278313
10048 | mr#2049 | 340.7242662506167 | 66.09735
10049 | dev11#5412 | 340.6965035096915 | 78.605484
10050 | Nolley#8850 | 340.653351601937 | 44.683548
10051 | Falsidical#3632 | 340.6244396037133 | 76.01408
